question,intent,answer
 ما هي الخطوات اللازمة للحصول على شهادة بيانات استهلاك في الكهرباء؟,Consumption_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات استهلاك (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد استهلاكه\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nالسنوات الصادر عنها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات استهلاك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني الحصول على شهادة بيانات استهلاك في الكهرباء عبر الإنترنت؟,Consumption_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات استهلاك (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد استهلاكه\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nالسنوات الصادر عنها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات استهلاك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ما هي المعلومات المطلوبة للحصول على شهادة بيانات استهلاك في الكهرباء؟,Consumption_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات استهلاك (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد استهلاكه\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nالسنوات الصادر عنها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات استهلاك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني الحصول على شهادة بيانات استهلاك في الكهرباء من مكتب الشركة؟,Consumption_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات استهلاك (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد استهلاكه\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nالسنوات الصادر عنها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات استهلاك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ما هي الرسوم المطلوبة للحصول على شهادة بيانات استهلاك في الكهرباء؟,Consumption_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات استهلاك (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد استهلاكه\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nالسنوات الصادر عنها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات استهلاك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني الحصول على شهادة بيانات استهلاك في الكهرباء للفترة السابقة؟,Consumption_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات استهلاك (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد استهلاكه\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nالسنوات الصادر عنها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات استهلاك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ما هي المدة الزمنية المطلوبة للحصول على شهادة بيانات استهلاك في الكهرباء؟,Consumption_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات استهلاك (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد استهلاكه\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nالسنوات الصادر عنها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات استهلاك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني الحصول على شهادة بيانات استهلاك في الكهرباء بدون زيارة مكتب الشركة؟,Consumption_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات استهلاك (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد استهلاكه\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nالسنوات الصادر عنها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات استهلاك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ما هي الوثائق المطلوبة للحصول على شهادة بيانات استهلاك في الكهرباء؟,Consumption_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات استهلاك (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد استهلاكه\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nالسنوات الصادر عنها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات استهلاك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي اقدر اجيب شهادة بيانات استهلاك في الكهرباء يا برنس؟,Consumption_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات استهلاك (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد استهلاكه\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nالسنوات الصادر عنها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات استهلاك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هو انا لازم اروح المكتب عشان اجيب شهادة بيانات استهلاك في الكهرباء ولا في طريقة تانية؟,Consumption_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات استهلاك (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد استهلاكه\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nالسنوات الصادر عنها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات استهلاك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ايه الفورمات اللي لازم اعبيها عشان اجيب شهادة بيانات استهلاك في الكهرباء؟,Consumption_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات استهلاك (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد استهلاكه\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nالسنوات الصادر عنها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات استهلاك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل فيه حد هنا عنده فكرة ازاي اقدر اجيب شهادة بيانات استهلاك في الكهرباء بأقل تكلفة؟,Consumption_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات استهلاك (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد استهلاكه\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nالسنوات الصادر عنها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات استهلاك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 انا عايز اجيب شهادة بيانات استهلاك في الكهرباء عشان اعرف انا بدفع كام بالظبط، ايه الخطوات يا جدعان؟,Consumption_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات استهلاك (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد استهلاكه\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nالسنوات الصادر عنها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات استهلاك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل فيه حد هنا عنده فكرة ازاي اقدر اجيب شهادة بيانات استهلاك في الكهرباء بسرعة؟,Consumption_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات استهلاك (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد استهلاكه\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nالسنوات الصادر عنها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات استهلاك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 انا عايز اجيب شهادة بيانات استهلاك في الكهرباء عشان اعرف انا بدفع كام بالظبط، هل فيه حد هنا عنده فكرة ازاي؟,Consumption_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات استهلاك (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد استهلاكه\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nالسنوات الصادر عنها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات استهلاك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 انا عايز اجيب شهادة بيانات استهلاك في الكهرباء بسرعة، هل فيه حد هنا عنده فكرة ازاي؟,Consumption_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات استهلاك (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد استهلاكه\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nالسنوات الصادر عنها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات استهلاك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 انا عايز اجيب شهادة بيانات استهلاك في الكهرباء عشان اعرف انا بدفع كام بالظبط، ايه الفورمات اللي لازم اعبيها يا زميل؟,Consumption_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات استهلاك (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد استهلاكه\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nالسنوات الصادر عنها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات استهلاك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي اقدر اجيب شهادة بيانات استهلاك في الكهرباء بدون ما اتعب نفسي واروح المكتب؟,Consumption_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات استهلاك (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد استهلاكه\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nالسنوات الصادر عنها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات استهلاك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 شهادة بيانات استهلاك في الكهرباء,Consumption_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات استهلاك (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد استهلاكه\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nالسنوات الصادر عنها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات استهلاك (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 كيف يمكنني الحصول على شهادة بيانات تعاقد في الكهرباء؟,Contract_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات تعاقد (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد انه متعاقد مع شركة التوزيع\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CRDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات تعاقد (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ما هي الخطوات اللازمة للحصول على شهادة بيانات تعاقد في الكهرباء؟,Contract_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات تعاقد (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد انه متعاقد مع شركة التوزيع\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CRDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات تعاقد (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني الحصول على شهادة بيانات تعاقد في الكهرباء عبر الإنترنت؟,Contract_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات تعاقد (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد انه متعاقد مع شركة التوزيع\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CRDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات تعاقد (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني الحصول على شهادة بيانات تعاقد في الكهرباء من مكتب الشركة؟,Contract_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات تعاقد (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد انه متعاقد مع شركة التوزيع\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CRDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات تعاقد (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ما هي المستندات المطلوبة للحصول على شهادة بيانات تعاقد في الكهرباء؟,Contract_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات تعاقد (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد انه متعاقد مع شركة التوزيع\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CRDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات تعاقد (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يتطلب الحصول على شهادة بيانات تعاقد في الكهرباء دفع رسوم؟,Contract_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات تعاقد (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد انه متعاقد مع شركة التوزيع\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CRDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات تعاقد (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ما هي مدة صلاحية شهادة بيانات تعاقد في الكهرباء؟,Contract_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات تعاقد (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد انه متعاقد مع شركة التوزيع\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CRDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات تعاقد (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني استخدام شهادة بيانات تعاقد في الكهرباء لأغراض تجارية؟,Contract_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات تعاقد (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد انه متعاقد مع شركة التوزيع\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CRDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات تعاقد (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني استخدام شهادة بيانات تعاقد في الكهرباء للحصول على تمويل بنكي؟,Contract_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات تعاقد (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد انه متعاقد مع شركة التوزيع\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CRDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات تعاقد (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني استخدام شهادة بيانات تعاقد في الكهرباء لتقديمها للجهات الحكومية؟,Contract_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات تعاقد (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد انه متعاقد مع شركة التوزيع\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CRDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات تعاقد (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي اقدر اجيب شهادة بيانات تعاقد في الكهرباء يا برنس؟,Contract_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات تعاقد (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد انه متعاقد مع شركة التوزيع\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CRDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات تعاقد (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 شهادة بيانات تعاقد في الكهرباء بتتجيب ازاي يا زميل؟,Contract_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات تعاقد (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد انه متعاقد مع شركة التوزيع\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CRDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات تعاقد (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هو انا لازم اروح المكتب عشان اجيب شهادة بيانات تعاقد في الكهرباء ولا في طريقة تانية؟,Contract_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات تعاقد (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد انه متعاقد مع شركة التوزيع\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CRDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات تعاقد (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 بتاخد كام يوم عشان تجيب شهادة بيانات تعاقد في الكهرباء؟,Contract_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات تعاقد (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد انه متعاقد مع شركة التوزيع\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CRDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات تعاقد (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل فيه رسوم عشان اجيب شهادة بيانات تعاقد في الكهرباء يا زميل؟,Contract_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات تعاقد (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد انه متعاقد مع شركة التوزيع\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CRDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات تعاقد (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 شهادة بيانات تعاقد في الكهرباء بتفيدني في ايه بالظبط يا برنس؟,Contract_data_certificate_(electricity)_(electricity_platform),"{'custom': {'Answer': 'شهادة بيانات تعاقد (الكهرباء)\n \nطلب المشترك الحصول على شهادة تفيد انه متعاقد مع شركة التوزيع\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/CRDC/add\n \nالمستندات المطلوبة :صورة حديثة للعداد\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nاسم الجهة الصادر لها الشهادة\nطريقة التوصيل', 'Name': 'شهادة بيانات تعاقد (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
